"","V1","V2"
"1",27,33
"2",27,33
"3",27,33
"4",27,33
"5",27,33
"6",27,33
"7",27,33
"8",27,33
"9",27,33
"10",24,36
"11",24,36
"12",24,36
"13",18,42
"14",27,33
"15",24,36
"16",27,33
"17",18,42
"18",27,33
"19",27,33
"20",24,36
"21",18,42
"22",24,36
"23",24,36
"24",24,36
"25",24,36
"26",27,33
"27",27,33
"28",18,42
"29",18,42
"30",24,36
"31",27,33
"32",24,36
"33",27,33
"34",18,42
"35",24,36
"36",24,36
"37",27,33
"38",27,33
"39",27,33
"40",24,36
"41",27,33
"42",21,39
"43",18,42
"44",21,39
"45",27,33
"46",18,42
"47",24,36
"48",21,39
"49",24,36
"50",18,42
"51",24,36
"52",18,42
"53",27,33
"54",18,42
"55",21,39
"56",18,42
"57",27,33
"58",18,42
"59",27,33
"60",21,39
"61",24,36
"62",18,42
"63",18,42
"64",27,33
"65",18,42
"66",27,33
"67",27,33
"68",18,42
"69",24,36
"70",24,36
"71",18,42
"72",18,42
"73",27,33
"74",21,39
"75",27,33
"76",21,39
"77",24,36
"78",24,36
"79",21,39
"80",18,42
"81",27,33
"82",18,42
"83",27,33
"84",18,42
"85",24,36
"86",27,33
"87",18,42
"88",27,33
"89",21,39
"90",27,33
"91",27,33
"92",21,39
"93",21,39
"94",21,39
"95",27,33
"96",24,36
"97",24,36
"98",24,36
"99",27,33
"100",24,36
"101",27,33
"102",27,33
"103",27,33
"104",27,33
"105",24,36
"106",24,36
"107",27,33
"108",24,36
"109",24,36
"110",27,33
"111",27,33
"112",18,42
"113",24,36
"114",27,33
"115",27,33
"116",24,36
"117",27,33
"118",21,39
"119",18,42
"120",24,36
"121",18,42
"122",18,42
"123",27,33
"124",27,33
"125",18,42
"126",27,33
"127",21,39
"128",21,39
"129",18,42
"130",18,42
"131",27,33
"132",21,39
"133",18,42
"134",24,36
"135",21,39
"136",21,39
"137",21,39
"138",24,36
"139",27,33
"140",24,36
"141",18,42
"142",18,42
"143",24,36
"144",24,36
"145",21,39
"146",27,33
"147",24,36
"148",18,42
"149",18,42
"150",18,42
"151",27,33
"152",21,39
"153",24,36
"154",21,39
"155",24,36
"156",21,39
"157",27,33
"158",24,36
"159",24,36
"160",27,33
"161",27,33
"162",18,42
"163",21,39
"164",24,36
"165",27,33
"166",18,42
"167",18,42
"168",27,33
"169",27,33
"170",27,33
"171",21,39
"172",21,39
"173",21,39
"174",24,36
"175",27,33
"176",24,36
"177",21,39
"178",24,36
"179",21,39
"180",27,33
"181",21,39
"182",21,39
"183",27,33
"184",24,36
"185",27,33
"186",27,33
"187",27,33
"188",24,36
"189",27,33
"190",21,39
"191",24,36
"192",18,42
"193",27,33
"194",27,33
"195",24,36
"196",18,42
"197",18,42
"198",21,39
"199",18,42
"200",27,33
"201",24,36
"202",27,33
"203",24,36
"204",27,33
"205",18,42
"206",27,33
"207",18,42
"208",27,33
"209",27,33
"210",18,42
"211",27,33
"212",21,39
"213",27,33
"214",21,39
"215",18,42
"216",27,33
"217",27,33
"218",18,42
"219",18,42
"220",21,39
"221",24,36
"222",27,33
"223",27,33
"224",18,42
"225",18,42
"226",18,42
"227",24,36
"228",18,42
"229",24,36
"230",27,33
"231",21,39
"232",24,36
"233",24,36
"234",21,39
"235",24,36
"236",18,42
"237",27,33
"238",27,33
"239",24,36
"240",24,36
"241",27,33
"242",21,39
"243",24,36
"244",27,33
"245",21,39
"246",27,33
"247",24,36
"248",27,33
"249",21,39
"250",18,42
"251",18,42
"252",27,33
"253",18,42
"254",18,42
"255",27,33
"256",27,33
"257",21,39
"258",27,33
"259",27,33
"260",21,39
"261",24,36
"262",24,36
"263",24,36
"264",18,42
"265",24,36
"266",27,33
"267",24,36
"268",27,33
"269",24,36
"270",24,36
"271",27,33
"272",27,33
"273",21,39
"274",27,33
"275",27,33
"276",18,42
"277",27,33
"278",24,36
"279",24,36
"280",15,45
"281",18,42
"282",27,33
"283",27,33
"284",18,42
"285",21,39
"286",27,33
"287",21,39
"288",18,42
"289",27,33
"290",24,36
"291",21,39
"292",24,36
"293",18,42
"294",24,36
"295",21,39
"296",27,33
"297",21,39
"298",21,39
"299",27,33
"300",21,39
"301",24,36
"302",24,36
"303",21,39
"304",18,42
"305",27,33
"306",21,39
"307",21,39
"308",24,36
"309",24,36
"310",27,33
"311",18,42
"312",18,42
"313",27,33
"314",18,42
"315",24,36
"316",24,36
"317",27,33
"318",18,42
"319",24,36
"320",27,33
"321",24,36
"322",21,39
"323",27,33
"324",27,33
"325",24,36
"326",18,42
"327",18,42
"328",24,36
"329",27,33
"330",24,36
"331",24,36
"332",18,42
"333",27,33
"334",27,33
"335",27,33
"336",24,36
"337",24,36
"338",27,33
"339",27,33
"340",18,42
"341",21,39
"342",24,36
"343",21,39
"344",18,42
"345",21,39
"346",24,36
"347",24,36
"348",24,36
"349",18,42
"350",18,42
"351",18,42
"352",21,39
"353",24,36
"354",24,36
"355",24,36
"356",27,33
"357",18,42
"358",21,39
"359",24,36
"360",18,42
"361",24,36
"362",24,36
"363",24,36
"364",24,36
"365",27,33
"366",27,33
"367",24,36
"368",24,36
"369",18,42
"370",21,39
"371",24,36
"372",18,42
"373",27,33
"374",27,33
"375",18,42
"376",18,42
"377",24,36
"378",18,42
"379",27,33
"380",24,36
"381",27,33
"382",24,36
"383",27,33
"384",24,36
"385",18,42
"386",18,42
"387",21,39
"388",24,36
"389",27,33
"390",27,33
"391",27,33
"392",24,36
"393",27,33
"394",27,33
"395",24,36
"396",24,36
"397",27,33
"398",27,33
"399",24,36
"400",27,33
"401",27,33
"402",21,39
"403",27,33
"404",24,36
"405",24,36
"406",18,42
"407",18,42
"408",27,33
"409",18,42
"410",24,36
"411",27,33
"412",18,42
"413",24,36
"414",24,36
"415",27,33
"416",27,33
"417",18,42
"418",18,42
"419",18,42
"420",27,33
"421",18,42
"422",27,33
"423",27,33
"424",24,36
"425",27,33
"426",27,33
"427",24,36
"428",24,36
"429",21,39
"430",24,36
"431",18,42
"432",24,36
"433",18,42
"434",18,42
"435",27,33
"436",24,36
"437",24,36
"438",18,42
"439",27,33
"440",24,36
"441",27,33
"442",9,51
"443",27,33
"444",27,33
"445",21,39
"446",27,33
"447",27,33
"448",18,42
"449",24,36
"450",18,42
"451",18,42
"452",21,39
"453",24,36
"454",21,39
"455",18,42
"456",21,39
"457",27,33
"458",24,36
"459",27,33
"460",27,33
"461",27,33
"462",27,33
"463",24,36
"464",27,33
"465",27,33
"466",24,36
"467",27,33
"468",24,36
"469",24,36
"470",24,36
"471",27,33
"472",27,33
"473",18,42
"474",24,36
"475",24,36
"476",12,48
"477",27,33
"478",27,33
"479",18,42
"480",24,36
"481",24,36
"482",27,33
"483",27,33
"484",9,51
"485",27,33
"486",21,39
"487",27,33
"488",27,33
"489",27,33
"490",27,33
"491",24,36
"492",21,39
"493",27,33
"494",27,33
"495",27,33
"496",18,42
"497",24,36
"498",21,39
"499",21,39
"500",21,39
"501",18,42
"502",18,42
"503",18,42
"504",27,33
"505",27,33
"506",21,39
"507",18,42
"508",18,42
"509",21,39
"510",27,33
"511",24,36
"512",24,36
"513",27,33
"514",24,36
"515",18,42
"516",18,42
"517",21,39
"518",24,36
"519",27,33
"520",21,39
"521",27,33
"522",24,36
"523",27,33
"524",18,42
"525",18,42
"526",18,42
"527",27,33
"528",21,39
"529",18,42
"530",27,33
"531",18,42
"532",21,39
"533",27,33
"534",27,33
"535",27,33
"536",21,39
"537",27,33
"538",27,33
"539",21,39
"540",27,33
"541",21,39
"542",21,39
"543",24,36
"544",18,42
"545",24,36
"546",27,33
"547",21,39
"548",27,33
"549",27,33
"550",24,36
"551",21,39
"552",27,33
"553",27,33
"554",24,36
"555",24,36
"556",27,33
"557",18,42
"558",21,39
"559",27,33
"560",24,36
"561",27,33
"562",18,42
"563",21,39
"564",18,42
"565",18,42
"566",27,33
"567",21,39
"568",27,33
"569",27,33
"570",18,42
"571",27,33
"572",21,39
"573",21,39
"574",24,36
"575",27,33
"576",18,42
"577",21,39
"578",18,42
"579",27,33
"580",21,39
"581",27,33
"582",27,33
"583",27,33
"584",24,36
"585",18,42
"586",24,36
"587",27,33
"588",27,33
"589",24,36
"590",24,36
"591",27,33
"592",24,36
"593",21,39
"594",24,36
"595",27,33
"596",27,33
"597",27,33
"598",21,39
"599",21,39
"600",24,36
"601",18,42
"602",27,33
"603",24,36
"604",27,33
"605",21,39
"606",21,39
"607",18,42
"608",24,24
"609",21,39
"610",24,36
"611",27,33
"612",27,33
"613",18,42
"614",24,36
"615",21,39
"616",27,33
"617",21,39
"618",24,36
"619",27,33
"620",24,36
"621",18,42
"622",21,39
"623",24,36
"624",24,36
"625",18,42
"626",27,33
"627",18,42
"628",27,33
"629",27,33
"630",21,39
"631",24,36
"632",27,33
"633",27,33
"634",18,42
"635",27,33
"636",21,39
"637",24,36
"638",24,36
"639",27,33
"640",18,42
"641",18,42
"642",18,42
"643",27,33
"644",21,39
"645",27,33
"646",24,36
"647",27,33
"648",18,42
"649",18,42
"650",27,33
"651",27,33
"652",27,33
"653",24,36
"654",21,39
"655",18,42
"656",18,42
"657",24,36
"658",24,36
"659",18,42
"660",21,39
"661",27,33
"662",27,33
"663",24,36
"664",27,33
"665",24,36
"666",27,33
"667",27,33
"668",21,39
"669",27,33
"670",18,42
"671",18,42
"672",24,36
"673",21,39
"674",27,33
"675",24,36
"676",27,33
"677",24,36
"678",24,36
"679",15,45
"680",24,36
"681",24,36
"682",27,33
"683",18,42
"684",27,33
"685",27,33
"686",24,36
"687",18,42
"688",27,33
"689",24,36
"690",24,36
"691",9,51
"692",18,42
"693",27,33
"694",18,42
"695",24,36
"696",18,42
"697",27,33
"698",18,42
"699",27,33
"700",27,33
"701",18,42
"702",24,36
"703",24,36
"704",24,36
"705",18,42
"706",18,42
"707",24,36
"708",18,42
"709",27,33
"710",27,33
"711",27,33
"712",18,42
"713",27,33
"714",18,42
"715",27,33
"716",27,33
"717",21,39
"718",24,36
"719",27,33
"720",21,39
"721",27,33
"722",27,33
"723",27,33
"724",21,39
"725",24,36
"726",21,39
"727",21,39
"728",27,33
"729",18,42
"730",21,39
"731",24,36
"732",27,33
"733",21,39
"734",24,36
"735",27,33
"736",24,36
"737",21,39
"738",27,33
"739",27,33
"740",21,39
"741",24,36
"742",18,42
"743",21,39
"744",27,33
"745",18,42
"746",18,42
"747",21,39
"748",27,33
"749",18,42
"750",24,36
"751",27,33
"752",27,33
"753",24,36
"754",21,39
"755",27,33
"756",27,33
"757",24,36
"758",18,42
"759",27,33
"760",24,36
"761",27,33
"762",24,36
"763",27,33
"764",24,36
"765",18,42
"766",18,42
"767",27,33
"768",27,33
