"","x"
"1",5
"2",5
"3",5
"4",4
"5",5
"6",5
"7",4
"8",5
"9",5
"10",5
"11",5
"12",5
"13",5
"14",3
"15",5
"16",4
"17",5
"18",4
"19",5
"20",5
"21",5
"22",5
"23",5
"24",5
"25",5
"26",4
"27",5
"28",4
"29",5
"30",4
"31",5
"32",5
"33",5
"34",5
"35",3
"36",5
"37",5
"38",5
"39",3
"40",5
"41",4
"42",5
"43",5
"44",5
"45",4
"46",5
"47",5
"48",5
"49",4
"50",5
"51",4
"52",5
"53",5
"54",5
"55",5
"56",5
"57",5
"58",4
"59",5
"60",4
"61",4
"62",4
"63",5
"64",5
"65",5
"66",5
"67",5
"68",4
"69",5
"70",5
"71",3
"72",5
"73",5
"74",5
"75",5
"76",5
"77",5
"78",4
"79",5
"80",5
"81",5
"82",5
"83",5
"84",3
"85",5
"86",5
"87",4
"88",5
"89",5
"90",5
"91",4
"92",4
"93",5
"94",4
"95",4
"96",3
"97",5
"98",4
"99",4
"100",4
"101",5
"102",5
"103",5
"104",3
"105",4
"106",4
"107",5
"108",3
"109",5
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",4
"123",5
"124",5
"125",4
"126",4
"127",4
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",4
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",3
"142",5
"143",5
"144",4
"145",5
"146",5
"147",5
"148",5
"149",4
"150",5
"151",5
"152",4
"153",5
"154",5
"155",5
"156",5
"157",5
"158",5
"159",5
"160",5
"161",5
"162",5
"163",5
"164",4
"165",5
"166",5
"167",5
"168",5
"169",4
"170",5
"171",4
"172",5
"173",5
"174",5
"175",4
"176",5
"177",4
"178",5
"179",4
"180",5
"181",5
"182",4
"183",5
"184",4
"185",5
"186",5
"187",5
"188",5
"189",5
"190",4
"191",4
"192",4
"193",5
"194",4
"195",5
"196",5
"197",5
"198",5
"199",5
"200",4
"201",5
"202",5
"203",5
"204",4
"205",3
"206",5
"207",5
"208",5
"209",5
"210",5
"211",5
"212",4
"213",4
"214",4
"215",3
"216",5
"217",5
"218",3
"219",5
"220",5
"221",5
"222",4
"223",5
"224",5
"225",5
"226",5
"227",4
"228",5
"229",4
"230",5
"231",5
"232",4
"233",5
"234",5
"235",4
"236",4
"237",5
"238",5
"239",5
"240",4
"241",5
"242",4
"243",4
"244",5
"245",5
"246",5
"247",3
"248",4
"249",4
"250",5
"251",5
"252",4
"253",5
"254",5
"255",5
"256",5
"257",5
"258",4
"259",4
"260",5
"261",5
"262",5
"263",4
"264",5
"265",3
"266",5
"267",5
"268",5
"269",5
"270",5
"271",5
"272",5
"273",5
"274",5
"275",5
"276",5
"277",5
"278",4
"279",5
"280",4
"281",5
"282",4
"283",4
"284",5
"285",5
"286",5
"287",4
"288",5
"289",5
"290",5
"291",4
"292",5
"293",4
"294",5
"295",5
"296",4
"297",4
"298",5
"299",5
"300",5
"301",5
"302",5
"303",5
"304",4
"305",5
"306",5
"307",5
"308",5
"309",5
"310",4
"311",5
"312",5
"313",5
"314",5
"315",4
"316",5
"317",5
"318",4
"319",5
"320",5
"321",3
"322",5
"323",5
"324",5
"325",4
"326",4
"327",3
"328",5
"329",5
"330",5
"331",5
"332",5
"333",2
"334",5
"335",5
"336",5
"337",5
"338",5
"339",5
"340",5
"341",4
"342",5
"343",5
"344",5
"345",5
"346",5
"347",4
"348",4
"349",5
"350",4
"351",4
"352",5
"353",5
"354",5
"355",5
"356",5
"357",5
"358",5
"359",5
"360",4
"361",5
"362",5
"363",5
"364",4
"365",5
"366",5
"367",4
"368",5
"369",5
"370",5
"371",5
"372",3
"373",5
"374",4
"375",5
"376",5
"377",4
"378",5
"379",4
"380",4
"381",5
"382",5
"383",5
"384",4
"385",4
"386",5
"387",5
"388",4
"389",5
"390",5
"391",5
"392",4
"393",4
"394",5
"395",5
"396",5
"397",4
"398",5
"399",5
"400",5
"401",5
"402",5
"403",5
"404",5
"405",5
"406",5
"407",5
"408",4
"409",5
"410",4
"411",5
"412",5
"413",4
"414",5
"415",5
"416",5
"417",5
"418",4
"419",5
"420",5
"421",5
"422",5
"423",4
"424",5
"425",4
"426",3
"427",5
"428",5
"429",4
"430",5
"431",4
"432",5
"433",5
"434",5
"435",3
"436",5
"437",5
"438",5
"439",5
"440",5
"441",5
"442",5
"443",5
"444",5
"445",5
"446",5
"447",4
"448",5
"449",5
"450",4
"451",5
"452",5
"453",5
"454",5
"455",4
"456",5
"457",5
"458",4
"459",5
"460",5
"461",5
"462",5
"463",3
"464",4
"465",5
"466",5
"467",3
"468",5
"469",4
"470",5
"471",4
"472",5
"473",4
"474",5
"475",5
"476",5
"477",5
"478",4
"479",4
"480",5
"481",5
"482",5
"483",5
"484",5
"485",5
"486",5
"487",5
"488",5
"489",5
"490",5
"491",4
"492",4
"493",5
"494",5
"495",4
"496",4
"497",5
"498",5
"499",5
"500",5
"501",5
"502",5
"503",4
"504",5
"505",5
"506",5
"507",5
"508",4
"509",5
"510",5
"511",4
"512",4
"513",4
"514",5
